IAA;IEG;IPS;IDA;IPP;IPV;IAN;INDE;INDICADO_BOLSA
6.91668;9.876543209876544;7.5;8.133333333333333;6.666666666666666;8.888893333333334;10.0;8.48808864197531;1
9.50002;9.031578947368422;7.5;6.916666666666666;6.5625;9.083335;10.0;8.362568122807017;0
10.00002;5.296296296296296;7.5;2.666666666666667;6.458333333333334;6.611106666666666;5.0;5.810649259259259;0
9.50002;9.326599326599329;7.5;3.75;5.833333333333334;6.166663333333333;5.0;6.631987865319865;0
8.75001;3.613701372997712;7.5;2.666666666666667;6.09375;4.7083275;5.0;4.932115107932876;0
9.50002;8.607226107226108;7.5;3.333333333333333;5.625;7.277773333333333;5.0;6.606168554778556;0
9.16668;7.085185035552683;5.0;7.388888888888888;8.125;6.6666675;5.0;6.957316284888314;0
10.00002;4.87037037037037;6.875;1.5;5.625;6.44444;5.0;5.312964074074074;0
8.000020000000001;5.10897435897436;5.0;8.0;4.375;5.83333;5.0;6.025962871794872;0
8.33334;8.191793021556448;8.125;6.688888888888889;8.4375;8.55556;5.0;7.676832382089068;1
9.50002;7.287179487179487;7.5;6.600000000000001;5.0;7.916665;10.0;7.560770897435898;0
9.50002;8.697435897435899;6.25;9.033333333333331;5.0;7.5;10.0;8.121155846153847;0
6.66666;7.725859160868649;6.875;5.677777777777778;6.875;5.9999925;10.0;6.922391887729286;0
8.500020000000001;8.958078958078957;7.5;8.766666666666667;5.625;7.5;10.0;8.207451124949126;0
9.000020000000001;7.230347674459984;7.5;4.0;6.041666666666667;8.111106666666666;5.0;6.622459534891997;0
8.500020000000001;7.462962962962964;5.625;6.75;4.375;5.583325;5.0;6.309259592592594;0
7.916679999999999;4.405425492382014;5.0;2.5;4.166666666666666;4.83333;5.0;4.55608576514307;0
9.000020000000001;8.325901151988107;6.875;3.333333333333333;6.458333333333334;6.944443333333333;5.0;6.454070897064289;0
9.50002;8.944444444444445;7.5;8.283333333333333;5.3125;7.333335;10.0;8.143474555555557;0
8.500020000000001;5.765669515669515;7.5;3.8;0.0;6.16666;5.0;5.246467903133903;0
9.000020000000001;7.473232323232324;6.875;5.25;6.041666666666667;7.5;5.0;6.736315131313132;0
10.00002;7.888471177944862;6.875;4.166666666666667;4.6875;6.16666;5.0;6.300611568922306;0
9.000020000000001;9.428571428571429;7.5;7.5;6.25;7.5;5.0;7.660716285714286;0
10.00002;9.087179487179489;6.25;9.25;4.6875;8.0;10.0;8.361187897435897;0
8.000020000000001;7.906846240179574;7.5;7.833333333333334;6.25;8.444446666666668;10.0;8.011927248035915;0
9.000020000000001;9.285714285714285;7.5;8.666666666666666;5.3125;7.416665;5.0;7.755061190476191;0
9.50002;10.0;6.875;6.0;5.625;7.58333;5.0;7.416668;0
9.50002;9.649122807017545;7.5;5.416666666666666;5.625;7.499995;10.0;7.775658894736842;0
10.00002;9.06060606060606;7.5;8.366666666666667;5.625;8.0;10.0;8.397956545454546;0
7.416679999999999;9.583333333333334;7.5;7.5;6.25;7.33333;10.0;8.000000666666667;0
9.50002;8.585858585858585;7.5;8.5;6.458333333333334;6.611106666666666;5.0;7.585228383838384;0
7.916679999999999;5.72182089209953;4.375;5.666666666666666;5.0;6.416655;5.0;5.790196511753241;0
9.000020000000001;8.607340372046254;7.5;7.5;6.25;7.833335;5.0;7.56313707440925;0
8.75001;5.245783628136569;6.25;6.844444444444444;7.8125;6.777773333333332;10.0;7.054851281182869;0
0.0;7.947303921568628;5.625;5.577777777777778;8.125;7.555553333333333;10.0;6.591127006535949;0
10.00002;6.773809523809523;7.5;6.75;6.25;7.27778;5.0;7.035319904761904;0
9.000020000000001;8.13529767623928;5.625;7.0;6.666666666666666;8.38889;10.0;7.834006201914523;0
9.16668;9.72463768115942;5.625;7.866666666666667;7.34375;7.8333325;5.0;7.798470369565218;0
9.000020000000001;10.0;6.875;7.25;5.625;9.5;5.0;8.000002;0
9.000020000000001;10.0;5.0;6.0;6.25;7.5;10.0;7.725002;0
8.500020000000001;6.777777777777777;7.5;5.666666666666666;5.833333333333334;7.555556666666667;5.0;6.683335555555555;0
8.33334;6.102272727272728;6.25;3.966666666666667;7.34375;6.8333275;5.0;6.073162378787879;1
8.500020000000001;8.95341802782819;8.125;8.25;5.0;8.0;5.0;7.703185605565638;0
8.000020000000001;8.626811594202898;6.875;8.25;6.041666666666667;7.944443333333334;2.5;7.305919652173913;0
7.5;7.024703557312253;5.0;4.055555555555556;6.5625;5.888883333333334;5.0;5.800078489240228;0
9.000020000000001;8.87962962962963;7.5;6.75;6.041666666666667;7.72222;5.0;7.424538592592594;0
9.16668;7.86141304347826;6.875;8.644444444444444;8.59375;9.111116666666666;5.0;8.086937830917876;0
8.33334;8.313618925831202;8.75;6.888888888888888;7.96875;9.666673333333334;5.0;7.979045229610685;1
7.91667;8.724699557242252;7.5;7.333333333333333;8.125;7.708335;10.0;8.107440578115117;0
8.500020000000001;8.015873015873016;6.875;7.333333333333333;6.041666666666667;7.388886666666667;5.0;7.189287269841271;1
9.000020000000001;8.118686868686869;7.5;4.5;6.458333333333334;6.777773333333332;10.0;7.175127373737373;0
10.00002;10.0;6.875;2.0;6.458333333333334;7.055553333333332;5.0;6.644446000000001;0
9.58335;8.75;10.0;7.966666666666666;8.75;10.00001;5.0;8.676670333333334;1
7.08333;2.682539682539682;5.0;0.7222222222222222;5.3125;4.6250025;5.0;3.845535880952381;0
10.00002;9.34238310708899;5.625;8.0;5.0;8.66667;10.0;8.264312621417798;0
9.000020000000001;8.166666666666668;7.5;6.5;6.041666666666667;7.666666666666667;10.0;7.720835333333334;0
10.00002;6.990231990231988;7.5;5.25;6.25;7.499996666666666;5.0;6.823047731379731;0
9.000020000000001;8.505291005291005;5.0;4.25;4.375;4.500005;2.5;5.538561201058201;0
9.000020000000001;7.919672919672919;7.5;8.0;6.875;8.333336666666668;10.0;8.188103917267917;0
10.00002;8.271221532091097;7.5;7.033333333333333;5.625;7.5;10.0;7.873412973084886;0
10.00002;7.403337403337403;7.5;6.266666666666668;5.9375;9.41667;5.0;7.461086814000815;1
7.916679999999999;8.301236044657097;6.25;5.944444444444444;7.34375;7.0833275;5.0;6.916844597820308;0
5.41667;5.364583333333334;5.0;5.333333333333333;7.1875;5.999993333333334;10.0;6.099999;0
10.00002;8.98860398860399;7.5;9.516666666666666;5.625;8.41667;5.0;8.196890131054133;1
8.500020000000001;8.518518518518517;8.125;8.816666666666666;5.0;6.75;5.0;7.479539037037037;0
7.08333;8.19047619047619;5.0;6.777777777777778;7.34375;6.70833;10.0;7.278024793650793;0
9.50002;8.743961352657005;5.0;6.833333333333333;5.416666666666667;7.333333333333333;5.0;7.073794270531402;0
6.41668;8.671215074723847;5.625;4.666666666666667;6.25;7.055553333333333;5.0;6.40785501494477;0
6.66667;5.095108695652174;7.5;3.0;6.25;5.055556666666665;10.0;5.671800072463768;0
9.50002;6.999961778083552;7.5;7.583333333333334;5.625;8.66667;5.0;7.412495022283378;0
10.00002;8.222222222222223;7.5;7.5;6.875;8.222226666666668;10.0;8.226391777777778;0
9.50002;7.222222222222222;7.5;3.666666666666667;5.833333333333334;6.944436666666666;5.0;6.350000444444445;0
6.91668;9.217813051146384;5.0;5.083333333333334;6.041666666666667;5.833336666666666;5.0;6.322731276895944;0
0.0;4.302832244008714;4.375;1.666666666666667;5.0;6.333325;5.0;3.898064782135077;0
8.500020000000001;8.922266139657445;7.5;9.45;5.625;9.083335;5.0;8.15362222793149;0
8.500020000000001;9.0;7.5;9.15;6.25;8.416665;10.0;8.538335;1
8.33334;8.575000000000001;7.5;6.611111111111112;8.125;7.625;10.0;7.958056222222224;1
9.50002;10.0;5.625;9.25;6.041666666666667;8.277783333333332;10.0;8.622225333333333;0
9.50002;10.0;7.5;8.75;6.666666666666666;8.166670000000002;10.0;8.750002666666667;0
10.00002;7.132034632034632;5.625;7.683333333333334;5.3125;7.33333;10.0;7.523491593073594;0
0.0;5.0;8.125;5.9;5.9375;8.333335;10.0;6.252917;1
9.000020000000001;8.215624531414004;7.5;6.25;5.625;7.833325;5.0;7.172291906282801;0
0.0;7.580379978078188;8.125;7.98888888888889;8.75;9.111116666666666;5.0;7.123577106726749;0
8.33334;6.073717948717948;7.5;2.494444444444444;6.875;6.166670000000001;5.0;5.717800478632479;0
0.0;8.825757575757576;4.375;6.277777777777778;8.75;8.458337499999999;10.0;7.024874570707071;0
9.000020000000001;7.041062801932369;7.5;1.333333333333333;5.416666666666667;6.777776666666666;5.0;5.72210322705314;0
10.00002;8.571428571428571;5.0;6.833333333333334;4.0625;6.999995;10.0;7.387203380952382;0
8.500020000000001;8.815217391304348;7.5;3.666666666666667;6.041666666666667;6.94444;5.0;6.589433478260871;0
9.50002;8.608324043106652;7.5;9.066666666666666;5.625;8.41667;10.0;8.480834141954665;1
8.000020000000001;10.0;5.0;7.75;6.458333333333334;7.833336666666667;10.0;8.062502666666667;0
8.75001;6.7748840426859;7.5;4.666666666666667;7.1875;7.3749975;5.0;6.607060641870514;1
10.00002;5.833333333333334;4.375;7.916666666666666;5.3125;6.916665;5.0;6.602085000000001;0
9.16668;5.694444444444445;7.5;5.111111111111111;7.5;6.4166575;5.0;6.361110611111111;0
7.91667;8.333333333333334;5.0;3.5;6.875;6.33333;5.0;6.112499666666667;1
8.33334;7.709305944600063;7.5;6.944444444444444;8.28125;7.9166675;10.0;7.925542577808901;1
6.66667;5.083333333333334;5.625;3.833333333333333;7.34375;5.95833;10.0;5.938541333333333;0
7.5;9.171099744245524;7.5;6.111111111111112;8.28125;8.041667499999999;10.0;7.992900671071327;1
10.00002;8.737179487179487;7.5;7.833333333333334;4.0625;7.249995;5.0;7.420353564102564;0
7.416679999999999;6.869488536155202;4.375;5.0;6.041666666666667;5.77778;10.0;6.312788373897707;0
8.75001;4.46764705882353;5.625;5.011111111111111;5.625;5.277776666666666;10.0;5.951307967320262;0
5.41666;6.851190476190476;6.25;3.055555555555556;7.34375;5.8749925;5.0;5.557388706349206;1
8.75001;7.605800653594771;7.5;5.0;5.416666666666667;6.499995;5.0;6.487826797385621;0
8.33334;7.780032467532467;5.625;8.555555555555555;8.125;8.5833375;5.0;7.692119104617605;1
8.75001;6.646998834498834;5.0;2.911111111111111;7.03125;6.111106666666666;5.0;5.711969322455323;0
9.16668;8.893762183235868;5.625;6.688888888888887;8.59375;8.5;10.0;8.155073214424952;0
7.08333;8.08025308025308;5.0;4.722222222222222;7.65625;7.04166;10.0;6.94278506049506;0
7.91667;8.648039215686275;5.625;5.188888888888889;8.28125;7.388886666666666;10.0;7.427454954248366;0
9.000020000000001;6.891025641025642;5.625;8.0;5.625;7.25;5.0;6.953207128205129;0
8.500020000000001;8.69551282051282;4.375;4.916666666666666;5.625;7.91666;5.0;6.655769897435897;0
7.5;5.126395534290271;6.25;3.222222222222222;6.5625;4.79166;5.0;5.159305551302499;0
9.50002;8.756613756613756;7.5;2.5;5.833333333333334;7.055553333333332;5.0;6.445768751322752;0
9.50002;9.245857699805068;5.625;9.0;5.625;9.16667;5.0;8.057507539961014;0
8.500020000000001;8.094541910331383;5.625;5.666666666666667;5.625;7.499995;10.0;7.22724271539961;0
7.5;8.895292207792206;5.0;7.266666666666666;7.65625;7.7916675;2.5;7.056350274891774;0
9.16668;4.077797202797203;7.5;2.777777777777777;6.25;5.7499925;2.5;5.062781496114996;0
7.91667;6.083816678845451;7.5;4.988888888888888;7.1875;6.333329999999999;5.0;6.241624113546868;0
9.50002;5.87121212121212;5.625;5.566666666666667;5.3125;7.999995;10.0;6.931326757575758;0
8.000020000000001;7.669227535068609;7.5;5.25;5.625;6.999995;10.0;7.096346507013722;0
0.0;5.284743991640544;6.25;3.944444444444445;7.34375;6.95833;10.0;5.596878687216997;0
8.33334;9.660633484162895;8.125;8.511111111111111;8.4375;9.0833375;10.0;8.940600419054803;0
8.500020000000001;8.38903743315508;7.5;3.916666666666667;5.833333333333334;6.833326666666667;10.0;7.011141486631016;0
9.000020000000001;8.166666666666666;7.5;9.166666666666668;6.25;7.833336666666667;5.0;7.808336000000001;1
8.33334;9.615384615384617;8.125;7.722222222222222;8.90625;9.583340000000002;10.0;8.920648367521368;0
5.75;8.393939393939394;5.0;5.5;6.041666666666666;7.111113333333333;5.0;6.380177212121212;0
0.0;5.132275132275131;7.5;5.366666666666667;5.3125;6.583325;5.0;5.19770335978836;0
9.000020000000001;9.380844645550528;7.5;4.166666666666667;5.625;7.41666;10.0;7.405336262443439;0
9.50002;9.393939393939394;7.5;5.75;6.041666666666667;7.055549999999999;10.0;7.744066545454546;0
8.500020000000001;9.696969696969695;7.5;3.25;6.25;7.555556666666667;5.0;6.825507272727274;0
7.91667;8.72737556561086;7.5;3.666666666666667;7.03125;6.7083275;2.5;6.315265946455505;0
10.00002;8.132297717537991;5.625;6.288888888888889;7.5;6.6249925;5.0;7.021737821285376;0
8.500020000000001;8.005698005698004;7.5;6.75;5.625;6.833326666666667;10.0;7.480306934472935;0
9.000020000000001;8.491715399610136;5.625;5.416666666666667;5.625;6.999995;5.0;6.706677413255361;0
10.00002;8.256563479623825;7.5;5.166666666666667;7.5;6.8333275;5.0;7.051313529258098;1
9.50002;9.233954451345756;7.5;9.083333333333334;6.25;8.55556;5.0;8.199571556935819;1
9.16668;6.14606227106227;5.0;5.611111111111111;4.375;4.37499;5.0;5.580600676434676;0
9.50002;9.18837803320562;7.5;7.083333333333334;5.625;8.083335;5.0;7.633511273307791;0
9.000020000000001;7.677655677655677;6.25;5.416666666666666;6.666666666666666;7.333336666666667;5.0;6.77720046886447;0
10.00002;6.345970206264323;7.5;4.611111111111112;7.03125;6.6666625;5.0;6.477875763475088;0
9.50002;9.22829183698749;6.875;9.516666666666667;5.625;8.08334;10.0;8.565661700730832;1
