NOME;FASE;TURMA;ANO_INGRESSO;BOLSISTA;INDE;CG;CF;CT;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;NOTA_PORT;NOTA_MAT;NOTA_ING;QTD_AVAL;IPP;REC_AVA_1;REC_AVA_2;REC_AVA_3;REC_AVA_4;INDICADO_BOLSA;PONTO_VIRADA;IPV;IAN;NIVEL_IDEAL;ANO
ALUNO-2;0.0;K;2022.0;Não;7.675509353106849;245.0;66.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.58170509886757;7.5;8.816666666666666;8.200000000000001;9.433333333333334;;2.0;5.625;Mantido na Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;7.916665;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-4;2.0;J;2022.0;Não;7.117065047619048;451.0;69.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.071428571428571;7.5;5.083333333333334;5.0;5.166666666666667;;3.0;6.25;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8.055553333333334;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-5;2.0;L;2019.0;Não;7.232336307992202;415.0;61.0;12.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.41668;8.557504873294347;7.5;7.083333333333334;6.666666666666667;7.5;;3.0;6.458333333333334;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.833336666666667;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-6;2.0;K;2022.0;Não;7.741668666666667;221.0;35.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.333333333333332;7.5;5.5;3.0;8.0;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.5;10.0;Fase 2 (5º e 6º ano);2022
ALUNO-7;1.0;U;2022.0;Não;7.406743477025898;357.0;93.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.314954051796157;7.5;5.583333333333334;4.666666666666667;6.5;;2.0;5.9375;Promovido de Fase;Promovido de Fase;;;Não;Não;7.91667;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-8;5.0;K;2017.0;Sim;7.289795442501942;397.0;26.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.268065268065268;5.0;7.144444444444445;6.5;7.666666666666667;7.266666666666667;4.0;7.65625;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;Não;7.6250025;5.0;Fase 6 (2º EM);2022
ALUNO-9;0.0;Z;2022.0;Não;5.665746204655248;767.0;184.0;9.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.820377689942907;5.0;2.133333333333333;2.466666666666667;1.8;;2.0;3.75;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;5.50001;10.0;ALFA  (2º e 3º ano);2022
ALUNO-11;1.0;A;2020.0;Sim;8.464686539682539;40.0;5.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;9.198412698412698;7.5;9.833333333333332;10.0;9.666666666666666;;3.0;7.083333333333332;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Não;Sim;9.50001;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-16;1.0;P;2022.0;Não;6.995504201058202;489.0;129.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.33862433862434;6.875;6.333333333333334;5.5;7.166666666666667;;3.0;4.791666666666666;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6.722219999999999;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-17;1.0;G;2018.0;Não;6.723325934837093;580.0;142.0;6.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;6.647869674185464;7.5;5.5;4.333333333333333;6.666666666666667;;2.0;5.9375;Mantido na Fase atual;Promovido de Fase;;;Não;Não;7.5;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-18;4.0;H;2017.0;Não;5.845721955648926;746.0;68.0;7.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;6.287640056022409;8.125;5.222222222222222;3.0;4.833333333333333;7.833333333333333;4.0;7.8125;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.2499975;5.0;Fase 6 (2º EM);2022
ALUNO-19;2.0;Q;2021.0;Não;7.843149036414566;188.0;29.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.054621848739496;7.5;7.466666666666667;6.766666666666667;8.166666666666666;;3.0;6.666666666666666;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8.111113333333334;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-20;0.0;Z;2022.0;Não;8.616243765480895;28.0;3.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.552042160737813;7.5;8.466666666666667;8.766666666666667;8.166666666666666;;2.0;5.625;Promovido de Fase;Mantido na Fase atual;;;Não;Sim;8.5;10.0;ALFA  (2º e 3º ano);2022
ALUNO-21;3.0;N;2022.0;Não;5.652385860342557;771.0;114.0;13.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;5.649085968379447;5.0;5.166666666666667;5.0;6.166666666666667;4.333333333333333;3.0;7.03125;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;6.222216666666668;2.5;Fase 6 (2º EM);2022
ALUNO-22;0.0;Z;2022.0;Não;8.098496318150449;116.0;32.0;7.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.982056590752244;7.5;9.25;9.533333333333331;8.966666666666667;;2.0;4.6875;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.166665;10.0;ALFA  (2º e 3º ano);2022
ALUNO-23;1.0;U;2022.0;Não;7.78265826912142;208.0;51.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.7986963456071;7.5;9.25;9.5;9.0;;2.0;6.5625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.333335;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-24;2.0;A;2022.0;Não;8.26975686419753;66.0;6.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.320987654320987;6.875;6.75;6.333333333333333;7.166666666666667;;3.0;6.458333333333333;Mantido na Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;;Sim;Sim;8.611119999999998;10.0;Fase 2 (5º e 6º ano);2022
ALUNO-25;0.0;Y;2022.0;Não;7.95176506926407;154.0;42.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.50002;8.346320346320347;7.5;9.1;9.133333333333333;9.066666666666668;;2.0;3.125;Promovido de Fase;Mantido na Fase atual;;;Não;Não;8.249995;10.0;ALFA  (2º e 3º ano);2022
ALUNO-26;0.0;F;2022.0;Não;7.738020410934745;224.0;60.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.721340388007054;7.5;9.166666666666666;9.166666666666666;9.166666666666666;;2.0;5.9375;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.083335;5.0;Fase 1 (4º ano);2022
ALUNO-27;2.0;M;2022.0;Não;6.350091965367965;668.0;122.0;9.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.493506493506493;7.5;4.583333333333333;2.333333333333333;6.833333333333333;;3.0;5.625;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.111109999999999;5.0;Fase 4 (9º ano);2022
ALUNO-29;3.0;C;2021.0;Não;4.935556331573656;827.0;129.0;5.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.832296380090497;7.5;5.777777777777778;5.333333333333333;4.0;8.0;4.0;6.71875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;5.7083325;2.5;Fase 6 (2º EM);2022
ALUNO-30;0.0;K;2022.0;Não;8.083535682039548;122.0;34.0;5.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.005163410197735;7.5;9.1;9.6;8.6;;2.0;5.625;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;8.250005;5.0;Fase 1 (4º ano);2022
ALUNO-31;0.0;V;2022.0;Não;7.263157796906798;408.0;119.0;6.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;7.317867317867318;7.5;7.466666666666667;7.6;7.333333333333333;;2.0;5.3125;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.666665;10.0;ALFA  (2º e 3º ano);2022
ALUNO-32;7.0;D;2022.0;Não;6.792708666666667;558.0;12.0;7.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.91667;8.333333333333334;7.5;4.0;8.0;0.0;;4.0;7.34375;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Sim;Não;7.75;5.0;Fase 8 (Universitários);2022
ALUNO-34;3.0;C;2018.0;Não;6.666787745731961;599.0;78.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.056167617548691;7.5;6.111111111111111;5.0;7.5;5.833333333333333;4.0;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Não;6.41666;5.0;Fase 4 (9º ano);2022
ALUNO-36;4.0;B;2019.0;Não;6.854039584291188;538.0;46.0;8.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.83333;8.074712643678161;6.25;5.877777777777777;5.0;7.166666666666667;5.466666666666666;4.0;7.96875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.7916675;5.0;Fase 6 (2º EM);2022
ALUNO-37;2.0;L;2018.0;Não;7.55554175568551;292.0;45.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.041585445094215;7.5;7.333333333333333;6.5;8.166666666666666;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.777779999999999;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-38;3.0;K;2021.0;Não;6.695387571428572;590.0;77.0;11.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;6.721726190476191;6.25;5.666666666666667;7.0;6.833333333333333;3.166666666666667;4.0;7.34375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Sim;Não;7.20833;5.0;Fase 4 (9º ano);2022
ALUNO-42;0.0;E;2021.0;Não;4.279765904761905;849.0;189.0;5.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;3.148809523809524;7.5;2.5;2.166666666666667;2.833333333333333;;2.0;0.0;Não avaliado;Não avaliado;;;Não;Não;2.50001;10.0;ALFA  (2º e 3º ano);2022
ALUNO-45;2.0;F;2022.0;Não;6.730556;576.0;93.0;16.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;9.166666666666666;6.25;5.0;4.0;6.0;;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.777773333333332;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-46;1.0;K;2020.0;Não;7.398436561403509;362.0;94.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.082456140350876;7.5;5.0;3.666666666666667;6.333333333333333;;3.0;6.041666666666667;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.888883333333333;10.0;Fase 1 (4º ano);2022
ALUNO-47;1.0;C;2021.0;Não;7.65278;254.0;66.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;7.416666666666666;7.333333333333333;7.5;;3.0;6.25;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7.222223333333333;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-48;5.0;F;2022.0;Não;3.914881285714285;855.0;59.0;4.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.41667;3.803571428571429;6.25;0.0;0.0;0.0;;4.0;5.625;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;4.625;5.0;Fase 6 (2º EM);2022
ALUNO-49;0.0;O;2022.0;Não;8.339586333333333;54.0;14.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;8.166666666666666;7.833333333333333;8.5;;2.0;6.5625;Promovido de Fase;Promovido de Fase;;;Não;Sim;9.250005;5.0;Fase 1 (4º ano);2022
ALUNO-50;3.0;E;2022.0;Não;4.966393630641453;823.0;128.0;12.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.630580097651709;7.5;3.055555555555556;4.333333333333333;4.666666666666667;0.1666666666666666;4.0;5.625;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;5.5833325;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-51;1.0;F;2019.0;Não;6.953190321839081;504.0;131.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.203448275862067;7.5;5.083333333333334;4.666666666666667;5.5;;2.0;5.625;Mantido na Fase atual;Promovido de Fase;;;Não;Não;6.91666;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-56;7.0;A;2021.0;Não;3.036573379084968;861.0;23.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;3.597794117647059;5.0;0.4444444444444445;0.5;0.8333333333333334;0.0;4.0;3.28125;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;4.500003333333333;5.0;Fase 8 (Universitários);2022
ALUNO-58;3.0;M;2022.0;Não;7.305158063492064;386.0;45.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;7.991071428571429;7.5;6.888888888888889;5.333333333333333;7.666666666666667;7.666666666666667;4.0;8.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;7.374995;5.0;Fase 4 (9º ano);2022
ALUNO-60;7.0;A;2016.0;Não;5.783132947712418;753.0;18.0;10.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;4.129901960784314;5.625;4.044444444444444;2.666666666666667;3.466666666666666;6.0;4.0;7.96875;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Sim;Não;7.277773333333332;5.0;Fase 8 (Universitários);2022
ALUNO-61;2.0;U;2020.0;Não;6.410355757575758;658.0;119.0;11.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;7.787878787878788;7.5;2.5;2.0;3.0;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.38889;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-63;0.0;J;2022.0;Não;6.683821329434698;594.0;163.0;13.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.544103313840155;5.625;5.083333333333334;6.0;4.166666666666667;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.91666;5.0;Fase 1 (4º ano);2022
ALUNO-64;3.0;M;2022.0;Não;4.664931388888889;839.0;137.0;16.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;3.611111111111112;7.5;2.833333333333333;5.666666666666667;2.666666666666667;0.1666666666666666;4.0;4.84375;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;3.8333325;5.0;Fase 5 (1º EM);2022
ALUNO-65;1.0;K;2021.0;Sim;7.987503111111112;146.0;37.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.555555555555555;5.625;8.166666666666666;8.166666666666666;8.166666666666666;;3.0;6.25;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Não;Sim;8.777783333333334;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-66;3.0;D;2021.0;Não;7.171874500000001;442.0;53.0;3.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.66667;5.784722222222221;7.5;7.777777777777779;5.666666666666667;7.666666666666667;10.0;4.0;7.34375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.5416625;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-67;1.0;G;2021.0;Não;6.770192769423559;564.0;138.0;5.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;7.88220551378446;5.0;5.583333333333333;3.333333333333333;7.833333333333333;;2.0;5.9375;Promovido de Fase;Promovido de Fase;;;Não;Não;7.916665;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-69;0.0;M;2022.0;Não;7.598297219273481;272.0;76.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.545642763034067;7.5;7.883333333333333;9.6;6.166666666666667;;2.0;5.625;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Sim;8.5;5.0;Fase 1 (4º ano);2022
ALUNO-70;2.0;D;2022.0;Não;8.205557333333335;84.0;10.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.833333333333332;7.5;6.5;7.0;6.0;;3.0;6.666666666666666;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Sim;8.61111;10.0;Fase 2 (5º e 6º ano);2022
ALUNO-72;0.0;D;2022.0;Não;7.728843833635814;227.0;62.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.50002;8.602540834845735;8.125;8.833333333333332;9.166666666666666;8.5;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.083335;5.0;Fase 1 (4º ano);2022
ALUNO-73;4.0;L;2022.0;Não;6.712044773504273;586.0;54.0;13.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;6.992521367521367;7.5;6.5;4.0;7.0;8.5;4.0;6.71875;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;6.2916575;5.0;Fase 6 (2º EM);2022
ALUNO-74;4.0;B;2022.0;Não;6.684722722222222;593.0;55.0;10.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;6.25;6.875;6.111111111111112;4.666666666666667;6.666666666666667;7.0;4.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7.4166675;5.0;Fase 5 (1º EM);2022
ALUNO-75;5.0;L;2019.0;Sim;9.441521857142858;1.0;1.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.660714285714286;9.375;8.5;7.666666666666667;8.0;9.833333333333334;4.0;9.21875;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;9.75001;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-76;1.0;B;2020.0;Não;8.306175283950617;61.0;12.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.419753086419751;7.5;7.166666666666666;7.333333333333333;7.0;;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;8.27778;10.0;Fase 1 (4º ano);2022
ALUNO-77;0.0;I;2021.0;Não;7.901663220043574;169.0;46.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.237472766884531;8.75;8.333333333333332;8.666666666666666;8.0;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.25;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-78;1.0;D;2017.0;Não;7.604387307346327;271.0;70.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.91668;9.480259870064968;7.5;7.666666666666666;7.833333333333333;7.5;;3.0;6.666666666666666;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7.833336666666667;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-79;3.0;F;2022.0;Não;7.110494326118326;452.0;55.0;9.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;7.463924963924963;7.5;3.666666666666667;4.0;4.0;3.0;4.0;7.34375;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;7.20833;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-80;2.0;K;2022.0;Não;6.580093259259259;633.0;110.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.83334;9.296296296296296;5.625;4.25;3.0;5.5;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.5;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-81;6.0;A;2019.0;Sim;7.474202506556246;327.0;10.0;10.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.33334;7.402950310559007;8.125;6.655555555555555;9.0;3.133333333333333;7.833333333333333;4.0;7.5;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase;Não;Sim;8.833336666666666;5.0;Fase 7 (3º EM);2022
