NOME;FASE;TURMA;ANO_INGRESSO;BOLSISTA;INDE;CG;CF;CT;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;NOTA_PORT;NOTA_MAT;NOTA_ING;QTD_AVAL;IPP;REC_AVA_1;REC_AVA_2;REC_AVA_3;REC_AVA_4;INDICADO_BOLSA;PONTO_VIRADA;IPV;IAN;NIVEL_IDEAL;ANO
ALUNO-743;1.0;K;2020.0;Não;7.381391333333333;368.0;96.0;9.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.483333333333333;5.625;8.416666666666666;7.166666666666667;9.666666666666666;;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7.77778;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-746;3.0;F;2018.0;Sim;8.510208575470424;34.0;8.0;4.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;9.39305259957434;6.25;7.777777777777779;6.666666666666667;8.0;8.666666666666666;4.0;8.59375;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9.2083375;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-747;5.0;A;2019.0;Sim;7.590972222222223;277.0;17.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.864583333333334;5.625;6.777777777777779;6.333333333333333;5.166666666666667;8.833333333333334;3.0;6.25;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Não;7.416665;10.0;Fase 5 (1º EM);2022
ALUNO-751;1.0;J;2022.0;Não;7.590428480704481;279.0;75.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.07018907018907;7.5;7.75;7.5;8.0;;3.0;6.041666666666667;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.111109999999999;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-752;0.0;J;2022.0;Não;7.217943583732057;420.0;125.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.04804625199362;5.625;7.166666666666666;7.333333333333333;7.0;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.499995;5.0;Fase 1 (4º ano);2022
ALUNO-753;4.0;B;2019.0;Não;5.061431199756183;818.0;74.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;3.440830721003135;7.5;1.777777777777778;1.666666666666667;3.666666666666667;0.0;4.0;4.84375;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;4.9583375;10.0;Fase 4 (9º ano);2022
ALUNO-754;5.0;K;2022.0;Não;6.595710665501167;628.0;37.0;9.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;6.765005827505828;7.5;5.5;6.0;5.0;;4.0;7.34375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;Não;6.4166675;5.0;Fase 7 (3º EM);2022
ALUNO-755;5.0;L;2017.0;Sim;7.468215478632479;328.0;22.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;8.792467948717949;5.0;6.944444444444446;5.333333333333333;6.666666666666667;8.833333333333334;4.0;8.125;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Mantido na Fase + Bolsa;Não;Não;6.291665;10.0;Fase 5 (1º EM);2022
ALUNO-757;3.0;E;2017.0;Não;6.195832000000001;700.0;95.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.6875;7.5;4.75;3.0;6.0;5.25;4.0;6.25;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;6.41666;5.0;Fase 5 (1º EM);2022
ALUNO-759;0.0;U;2022.0;Não;8.00281439031339;142.0;39.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.618233618233617;7.5;7.833333333333333;8.166666666666666;7.5;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.499995;10.0;ALFA  (2º e 3º ano);2022
ALUNO-760;1.0;P;2020.0;Não;7.058532857142858;467.0;120.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.285714285714285;7.5;3.916666666666667;2.0;5.833333333333333;;3.0;5.625;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.277773333333333;10.0;Fase 1 (4º ano);2022
ALUNO-761;0.0;U;2022.0;Não;7.234398335932424;414.0;122.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.609486679662117;7.5;6.0;5.833333333333333;6.166666666666667;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.499995;5.0;Fase 1 (4º ano);2022
ALUNO-762;1.0;N;2022.0;Não;6.62116201282668;619.0;150.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;6.730800064133398;7.5;6.5;6.166666666666667;6.833333333333333;;3.0;6.25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.999999999999999;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-763;1.0;D;2021.0;Não;8.012902466766617;138.0;35.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.335332333833083;7.5;8.583333333333334;8.333333333333334;8.833333333333334;;3.0;6.458333333333333;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;8.16667;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-764;0.0;J;2022.0;Não;6.895951771280052;526.0;150.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.40683885640026;5.625;6.25;7.333333333333333;5.166666666666667;;2.0;4.6875;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.41666;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-765;0.0;Y;2022.0;Não;8.491073095238097;35.0;7.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.80952380952381;7.5;8.666666666666668;9.066666666666666;8.266666666666667;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Sim;8.416665;10.0;ALFA  (2º e 3º ano);2022
ALUNO-766;6.0;A;2020.0;Não;4.951788339057362;824.0;17.0;17.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.617281695286811;7.5;4.766666666666667;9.0;1.633333333333333;3.666666666666667;4.0;6.25;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;5.999993333333333;5.0;Fase 7 (3º EM);2022
ALUNO-768;4.0;B;2017.0;Sim;7.084109195402299;461.0;37.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.574712643678161;5.625;6.533333333333334;7.333333333333333;6.333333333333333;5.933333333333334;4.0;7.5;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;7.291665;5.0;Fase 6 (2º EM);2022
ALUNO-770;3.0;C;2021.0;Não;8.464935044778892;39.0;10.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.836817168338907;7.5;7.555555555555556;6.666666666666667;7.5;8.5;4.0;8.28125;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Sim;8.458337499999999;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-771;0.0;G;2022.0;Não;6.524519230769231;641.0;171.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.91668;8.112179487179487;7.5;6.666666666666666;7.333333333333333;6.0;;2.0;3.4375;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;5.41666;5.0;Fase 1 (4º ano);2022
ALUNO-772;7.0;D;2022.0;Não;7.225595238095238;418.0;7.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.25;8.69047619047619;6.25;9.0;9.0;9.0;;4.0;5.625;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;Não;6.875;5.0;Fase 8 (Universitários);2022
ALUNO-773;3.0;F;2016.0;Sim;8.655707365079365;20.0;4.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.88095238095238;7.5;8.444444444444445;8.333333333333334;8.166666666666666;8.833333333333334;4.0;8.90625;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9.250005000000002;5.0;Fase 4 (9º ano);2022
ALUNO-774;3.0;F;2022.0;Não;8.639021494227995;23.0;5.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.415584415584416;7.5;7.555555555555556;8.0;6.666666666666667;8.0;4.0;8.28125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Sim;9.1666725;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-778;0.0;Q;2022.0;Não;6.817738854251012;551.0;157.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;5.411605937921728;7.5;6.083333333333333;6.333333333333333;5.833333333333333;;2.0;4.6875;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.499995;10.0;ALFA  (2º e 3º ano);2022
ALUNO-781;3.0;L;2020.0;Não;6.2357055994561;699.0;94.0;2.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;7.764641608391608;6.25;6.788888888888889;5.333333333333333;7.5;7.533333333333334;4.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7.2499975;5.0;Fase 4 (9º ano);2022
ALUNO-783;2.0;U;2020.0;Não;6.535165330634278;639.0;112.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;3.49998;8.49527665317139;5.0;6.25;5.666666666666667;6.833333333333333;;3.0;6.25;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8.05556;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-784;3.0;B;2021.0;Sim;8.217507976608186;82.0;15.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.736842105263158;4.375;7.277777777777779;6.0;7.5;8.333333333333334;4.0;8.4375;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;8.291665;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-787;5.0;K;2022.0;Não;6.670710665501166;598.0;35.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;6.765005827505828;7.5;6.75;6.0;7.5;;4.0;7.34375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;Não;5.9583375;5.0;Fase 7 (3º EM);2022
ALUNO-788;5.0;A;2022.0;Não;6.047779596553774;719.0;46.0;7.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;8.440285204991088;6.25;2.111111111111111;2.833333333333333;2.833333333333333;0.6666666666666666;3.0;5.208333333333334;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.08333;5.0;Fase 7 (3º EM);2022
ALUNO-790;5.0;B;2019.0;Sim;8.404169666666668;46.0;7.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;7.5;7.0;4.5;6.5;10.0;3.0;6.041666666666667;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Não;8.250005;10.0;Fase 5 (1º EM);2022
ALUNO-791;0.0;L;2022.0;Não;8.004340111446288;141.0;38.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.79252555723144;7.5;7.5;7.166666666666667;7.833333333333333;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.666665;10.0;ALFA  (2º e 3º ano);2022
ALUNO-792;3.0;B;2017.0;Não;5.553987846496118;782.0;117.0;11.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;6.184870621369477;5.0;4.611111111111112;5.166666666666667;5.833333333333333;2.833333333333333;4.0;7.03125;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;5.9583325;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-794;4.0;L;2017.0;Sim;7.302153111111111;392.0;32.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.791666666666666;5.625;6.588888888888889;5.0;6.666666666666667;8.1;4.0;7.96875;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;8.125;2.5;Fase 7 (3º EM);2022
ALUNO-796;4.0;A;2018.0;Não;6.258056446780273;693.0;63.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.406606678345809;7.5;4.555555555555555;3.333333333333333;4.333333333333333;6.0;4.0;7.65625;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;6.499995;5.0;Fase 5 (1º EM);2022
ALUNO-798;4.0;L;2021.0;Não;6.490193683211425;644.0;58.0;14.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;8.074582027168235;5.625;4.688888888888889;4.333333333333333;5.833333333333333;3.9;4.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.4583275;5.0;Fase 5 (1º EM);2022
ALUNO-799;2.0;J;2022.0;Não;7.896899500302482;171.0;26.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.602540834845735;7.5;5.916666666666666;4.333333333333333;7.5;;3.0;6.041666666666667;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Sim;8.444446666666668;10.0;Fase 2 (5º e 6º ano);2022
ALUNO-800;1.0;J;2022.0;Não;7.861617939393939;182.0;41.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.280303030303031;7.5;9.0;8.333333333333334;9.666666666666666;;3.0;5.833333333333334;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.111109999999999;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-801;0.0;N;2022.0;Não;6.954987237893207;502.0;143.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;7.629094522799372;7.5;6.916666666666666;6.333333333333333;7.5;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.166665;5.0;Fase 1 (4º ano);2022
ALUNO-802;1.0;B;2021.0;Sim;8.286620610229278;62.0;13.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.717813051146384;7.5;7.416666666666666;6.666666666666667;8.166666666666666;;3.0;6.041666666666667;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.777780000000001;10.0;ALFA  (2º e 3º ano);2022
ALUNO-804;1.0;C;2022.0;Não;7.365081587301588;374.0;97.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.269841269841269;7.5;6.166666666666666;5.333333333333333;7.0;;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7.722223333333334;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-805;1.0;P;2021.0;Não;6.613163153439154;622.0;151.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;7.433862433862434;7.5;5.5;3.166666666666667;7.833333333333333;;3.0;6.041666666666667;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6.61111;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-806;0.0;Y;2022.0;Não;7.412025476190477;353.0;105.0;7.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;7.214285714285714;7.5;5.866666666666667;7.733333333333333;4.0;;2.0;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.916665;10.0;ALFA  (2º e 3º ano);2022
ALUNO-807;1.0;J;2019.0;Não;8.813892666666668;11.0;3.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;8.75;9.5;9.333333333333334;9.666666666666666;;3.0;6.666666666666666;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;9.61112;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-808;0.0;Q;2022.0;Não;6.644341418353577;611.0;167.0;9.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;6.565452091767882;7.5;6.75;7.166666666666667;6.333333333333333;;2.0;5.3125;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.499995;5.0;Fase 1 (4º ano);2022
ALUNO-810;2.0;U;2022.0;Não;5.930081395598497;735.0;133.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.032340311325819;7.5;2.0;1.833333333333333;2.166666666666667;;3.0;5.624999999999999;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.055556666666666;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-811;2.0;F;2018.0;Sim;6.969181527369182;497.0;74.0;12.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.866730970179244;5.0;7.25;5.5;9.0;;3.0;6.458333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;7.5;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-812;0.0;E;2021.0;Não;7.675403049175225;246.0;67.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.00002;9.31450357920946;7.5;8.416666666666668;8.833333333333334;8.0;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.083335;5.0;Fase 2 (5º e 6º ano);2022
ALUNO-814;2.0;I;2019.0;Não;6.322553780885782;680.0;124.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;8.237762237762238;7.5;3.666666666666667;1.333333333333333;6.0;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6.833329999999999;5.0;Fase 3 (7º e 8º ano);2022
ALUNO-815;4.0;P;2022.0;Não;6.580933343434343;632.0;57.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.779671717171717;7.5;5.5;3.0;8.0;;4.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.874995;5.0;Fase 6 (2º EM);2022
ALUNO-816;3.0;B;2022.0;Não;7.563604797979798;287.0;34.0;5.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;7.11489898989899;7.5;7.5;5.666666666666667;7.833333333333333;9.0;4.0;7.65625;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.45833;10.0;Fase 3 (7º e 8º ano);2022
ALUNO-817;3.0;A;2019.0;Não;7.279925742424242;403.0;47.0;12.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75001;7.73989898989899;7.5;7.222222222222221;5.0;7.333333333333333;9.333333333333334;4.0;8.125;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Sim;Não;8.0000025;2.5;Fase 6 (2º EM);2022
ALUNO-818;0.0;Q;2021.0;Não;7.830788433198381;193.0;51.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.008097165991904;7.5;8.25;9.0;7.5;;2.0;5.625;Promovido de Fase;Promovido de Fase;;;Não;Não;8.333335;5.0;Fase 1 (4º ano);2022
ALUNO-819;0.0;L;2022.0;Não;6.901971877828054;523.0;149.0;11.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.291101055806935;7.5;4.333333333333333;5.0;3.666666666666667;;2.0;5.9375;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.416665;5.0;Fase 1 (4º ano);2022
ALUNO-820;5.0;B;2017.0;Sim;7.304722388888888;388.0;25.0;10.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.08333;8.131944444444445;5.625;8.433333333333332;9.0;7.0;9.3;3.0;6.458333333333332;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;;Não;Não;7.8750025;5.0;Fase 6 (2º EM);2022
ALUNO-822;1.0;C;2021.0;Não;8.228772285714285;77.0;17.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.595238095238097;5.625;8.333333333333332;8.166666666666666;8.5;;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.77778;10.0;Fase 1 (4º ano);2022
ALUNO-823;2.0;L;2018.0;Sim;7.912811530864198;164.0;23.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.320987654320987;8.75;7.166666666666667;6.666666666666667;7.666666666666667;;3.0;6.458333333333334;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8.222226666666668;5.0;Fase 3 (7º e 8º ano);2022
