INSTITUICAO_ENSINO_ALUNO;NOME;IDADE_ALUNO;ANOS_PM;FASE_TURMA;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO
Rede Decisão/União;ALUNO-811;11;2;2B;Não;8.196669;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.4;7.5;9.0;7.5;8.083335;10.0;2020
Escola Pública;ALUNO-813;9;2;1F;Não;8.388752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.6;7.5;10.0;7.1875;8.0;10.0;2020
Escola Pública;ALUNO-814;11;1;1E;Não;6.864723333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91668;9.4;5.625;3.75;7.916666666666668;7.944443333333333;5.0;2020
Escola Pública;ALUNO-817;10;1;2B;Não;8.341669000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.5;7.5;7.0;6.25;8.333335;10.0;2020
Rede Decisão/União;ALUNO-820;14;3;4B;Sim;8.332223666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;8.3;5.0;9.0;8.749999999999998;8.944453333333334;10.0;2020
Escola Pública;ALUNO-821;12;1;1R;Não;7.1236120000000005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.5;5.0;9.0;7.291666666666668;7.222216666666665;5.0;2020
Rede Decisão/União;ALUNO-823;10;2;1N;Não;8.450835333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.4;8.125;9.5;7.916666666666668;8.333333333333334;5.0;2020
Escola Pública;ALUNO-824;10;1;1N;Não;7.751390666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.0;6.25;9.5;6.875;7.444443333333333;5.0;2020
Escola João Paulo II;ALUNO-825;13;2;3A;Não;5.730206833333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;4.5;3.75;4.666666666666667;6.71875;5.4999925;10.0;2020
Escola Pública;ALUNO-826;11;0;2L;Não;6.381112000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;6.1;7.5;3.5;6.666666666666667;6.222216666666667;10.0;2020
Rede Decisão/União;ALUNO-828;15;4;4L;Sim;7.503891;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.2;5.625;7.0;8.541666666666666;8.777786666666666;5.0;2020
Escola Pública;ALUNO-829;12;3;3F;Não;6.508056333333332;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.2;7.5;0.0;7.708333333333334;6.944439999999998;10.0;2020
Rede Decisão/União;ALUNO-830;13;3;4B;Sim;9.098615;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;10.0;10.0;7.0;8.958333333333332;9.222233333333334;10.0;2020
Escola Pública;ALUNO-831;11;1;0H;Não;7.889583000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;8.5;6.5625;6.916655;5.0;2020
Escola Pública;ALUNO-835;11;4;2M;Não;5.032083;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;7.9;3.125;0.0;6.5625;7.416665;10.0;2020
Escola Pública;ALUNO-837;16;1;6A;Não;4.045624;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;3.4;5.0;0.0;6.40625;6.124995;10.0;2020
Rede Decisão/União;ALUNO-838;15;4;5B;Não;7.9133346666666675;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;8.4;5.0;7.333333333333333;8.333333333333334;8.000003333333334;10.0;2020
Escola Pública;ALUNO-840;8;1;0E;Não;7.487501000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;4.375;10.0;2.5;4.499995;10.0;2020
Escola Pública;ALUNO-842;14;4;4L;Não;4.603611;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;3.9;4.375;0.0;5.833333333333333;4.2222133333333325;10.0;2020
Escola Pública;ALUNO-846;17;1;7B;Não;6.988332833333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;6.4;5.625;6.166666666666667;6.875;7.5833325;10.0;2020
Escola Pública;ALUNO-848;12;1;2M;Não;7.432918;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.3;6.875;7.0;7.1875;7.58333;5.0;2020
Escola Pública;ALUNO-849;10;0;1J;Não;7.857501333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;8.6;7.5;9.0;7.291666666666667;7.833333333333333;5.0;2020
Rede Decisão/União;ALUNO-850;12;4;3B;Não;8.186876333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.7;7.5;6.666666666666667;7.96875;7.25;10.0;2020
Escola Pública;ALUNO-851;9;1;0H;Não;7.649999999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;7.5;9.0;2.5;6.99999;5.0;2020
Escola Pública;ALUNO-855;13;0;2L;Não;7.356112666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.6;7.5;8.0;7.083333333333334;6.888886666666665;5.0;2020
Escola Pública;ALUNO-858;10;1;1A;Sim;8.590003000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.7;6.875;9.5;8.125;9.250005;5.0;2020
Escola Pública;ALUNO-860;14;2;3C;Sim;8.448612666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;10.0;7.5;8.666666666666666;8.541666666666666;8.888893333333332;5.0;2020
Escola Pública;ALUNO-861;14;0;3J;Não;8.080835;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;8.8;7.5;8.666666666666666;8.125;7.833333333333334;5.0;2020
Escola Pública;ALUNO-862;10;1;1J;Não;8.345835333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.5;6.875;10.0;7.083333333333334;8.0;5.0;2020
Escola Pública;ALUNO-866;8;1;1A;Não;8.558752;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.7;7.5;9.0;7.1875;7.25;10.0;2020
Rede Decisão/União;ALUNO-872;12;3;2N;Não;6.996391333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.1;4.375;6.0;7.5;7.944446666666667;5.0;2020
Escola Pública;ALUNO-873;11;0;1K;Não;7.506112;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.6;7.5;7.5;6.25;7.555549999999999;5.0;2020
Rede Decisão/União;ALUNO-874;14;4;4L;Não;7.706946333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.0;5.0;6.333333333333333;8.541666666666666;8.05556;10.0;2020
Escola Pública;ALUNO-877;12;1;2M;Não;7.543335000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.3;7.5;7.5;7.5;7.916665;5.0;2020
Escola Pública;ALUNO-880;14;1;2F;Não;4.8113893333333335;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;5.8;5.0;0.5;6.875;5.611106666666666;5.0;2020
Escola Pública;ALUNO-886;7;0;0C;Não;8.71667;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;7.5;8.5;7.5;7.58334;10.0;2020
Escola Pública;ALUNO-888;8;0;1K;Não;6.593890666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.9;7.5;0.0;7.916666666666668;8.11111;10.0;2020
Escola Pública;ALUNO-889;12;1;2D;Não;7.633752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.7;7.5;7.0;8.4375;7.5;5.0;2020
Escola Pública;ALUNO-890;12;2;2R;Não;6.867500666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.9;6.875;5.5;6.666666666666667;7.166659999999999;5.0;2020
Escola Pública;ALUNO-892;11;1;1E;Não;7.698057333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.4;7.5;6.5;7.291666666666667;7.944443333333333;5.0;2020
Escola Pública;ALUNO-894;14;2;5A;Não;8.799447333333335;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.4;8.125;8.0;8.958333333333334;8.05556;10.0;2020
Escola Pública;ALUNO-898;13;3;2M;Não;7.105001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;7.9;4.375;7.5;8.125;7.916665;5.0;2020
Escola Pública;ALUNO-899;10;1;1D;Não;7.812502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;9.5;7.5;7.5;8.125;7.75;5.0;2020
Escola Pública;ALUNO-902;8;1;0A;Não;7.716669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;8.0;2.5;6.083335;10.0;2020
Escola Pública;ALUNO-903;8;0;1M;Não;8.885835;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.2;7.5;10.0;8.125;7.916665;10.0;2020
Escola Pública;ALUNO-904;13;0;3A;Não;7.9385425;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.5;7.5;7.0;7.96875;6.6666625;10.0;2020
Rede Decisão/União;ALUNO-906;16;3;4A;Sim;8.927781333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;10.0;10.0;7.666666666666667;9.166666666666666;9.888896666666668;5.0;2020
Escola Pública;ALUNO-907;9;0;1C;Não;8.118335333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.8;7.5;7.0;7.916666666666668;7.333333333333333;10.0;2020
Escola Pública;ALUNO-908;13;1;2B;Não;7.156668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.41668;7.7;6.875;7.5;6.875;7.5;5.0;2020
Escola Pública;ALUNO-909;12;1;2H;Não;6.241251999999999;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.3;7.5;2.0;7.8125;8.0;5.0;2020
Escola Pública;ALUNO-910;16;4;5G;Não;4.328750666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;0.8;3.125;1.3333333333333333;7.8125;6.749995;5.0;2020
Escola Pública;ALUNO-911;15;1;3A;Não;6.5970838333333335;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5.83334;8.1;3.75;7.666666666666667;7.1875;6.3333325;5.0;2020
Escola Pública;ALUNO-912;15;1;4A;Não;4.745832666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;1.0;7.5;2.6666666666666665;8.125;5.1666566666666665;5.0;2020
Rede Decisão/União;ALUNO-916;13;3;3L;Sim;8.5077105;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;8.7;7.5;7.0;8.59375;9.8333425;10.0;2020
FIAP;ALUNO-917;18;1;8A;;8.893334;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;8.33334;10.0;7.5;8.9;0.0;0.0;10.0;2020
Escola Pública;ALUNO-919;15;0;5A;Não;7.1305570000000005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;6.0;7.5;5.333333333333333;7.500000000000001;7.444446666666667;10.0;2020
Rede Decisão/União;ALUNO-920;15;2;4F;Sim;7.589375500000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08333;9.4;4.375;7.0;7.96875;9.3333375;5.0;2020
Escola Pública;ALUNO-922;10;1;2H;Sim;7.287919;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.7;4.375;4.5;5.9375;8.833335;10.0;2020
